Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance,payment_type,category
14/04/2024,14/04/2024,UPI/DR/933048214072/STARBUCKS,TRANSFER TO 933048214072,2134.74,,-5056299.77,upi,others
14/04/2024,14/04/2024,IMPS/DR/654585793055/ZOMATO,TRANSFER TO 654585793055,1595.99,,-5057895.76,imps,food
14/04/2024,14/04/2024,IMPS/DR/873004853775/BIGBAZAAR,TRANSFER TO 873004853775,2530.01,,-5060425.77,imps,others
14/04/2024,14/04/2024,IMPS/DR/530708950932/IRCTC,TRANSFER TO 530708950932,897.59,,-5061323.36,imps,others
14/04/2024,14/04/2024,IMPS/DR/139376688469/ZOMATO,TRANSFER TO 139376688469,4136.37,,-5065459.73,imps,food
14/04/2024,14/04/2024,IMPS/DR/666616686091/SWIGGY,TRANSFER TO 666616686091,4178.93,,-5069638.66,imps,food
14/04/2024,14/04/2024,UPI/DR/561882366779/OLA,TRANSFER TO 561882366779,2435.5,,-5072074.16,upi,transport
14/04/2024,14/04/2024,NEFT/DR/840806082229/OLA,TRANSFER TO 840806082229,509.74,,-5072583.9,neft,transport
14/04/2024,14/04/2024,NEFT/DR/118781559509/ZOMATO,TRANSFER TO 118781559509,260.0,,-5072843.9,neft,food
14/04/2024,14/04/2024,IMPS/DR/766769720987/APOLLO,TRANSFER TO 766769720987,1156.02,,-5073999.92,imps,others
14/04/2024,14/04/2024,POS/DR/403057704955/STARBUCKS,TRANSFER TO 403057704955,141.58,,-5074141.5,pos,others
14/04/2024,14/04/2024,UPI/DR/472279072799/FLIPKART,TRANSFER TO 472279072799,134.65,,-5074276.15,upi,shopping
14/04/2024,14/04/2024,IMPS/DR/363618975000/JIO,TRANSFER TO 363618975000,1305.38,,-5075581.53,imps,others
14/04/2024,14/04/2024,UPI/DR/320384954894/OLA,TRANSFER TO 320384954894,50.0,,-5075631.53,upi,transport
14/04/2024,14/04/2024,NEFT/DR/287734215189/SWIGGY,TRANSFER TO 287734215189,1694.4,,-5077325.93,neft,food
14/04/2024,14/04/2024,POS/DR/823183618587/UBER,TRANSFER TO 823183618587,652.33,,-5077978.26,pos,transport
14/04/2024,14/04/2024,POS/DR/977325231094/MYNTRA,TRANSFER TO 977325231094,960.59,,-5078938.85,pos,shopping
14/04/2024,14/04/2024,UPI/DR/953543817532/OLA,TRANSFER TO 953543817532,1587.54,,-5080526.39,upi,transport
14/04/2024,14/04/2024,IMPS/DR/209932414945/FLIPKART,TRANSFER TO 209932414945,1129.08,,-5081655.47,imps,shopping
14/04/2024,14/04/2024,POS/DR/503427756168/BIGBAZAAR,TRANSFER TO 503427756168,880.81,,-5082536.28,pos,others
14/04/2024,14/04/2024,UPI/DR/607969624135/AMAZON,TRANSFER TO 607969624135,341.56,,-5082877.84,upi,shopping
14/04/2024,14/04/2024,POS/DR/214189406076/APOLLO,TRANSFER TO 214189406076,61.77,,-5082939.61,pos,others
15/04/2024,15/04/2024,UPI/DR/254630667550/STARBUCKS,TRANSFER TO 254630667550,403.69,,-5083343.3,upi,others
15/04/2024,15/04/2024,NEFT/DR/389726318672/OLA,TRANSFER TO 389726318672,5175.77,,-5088519.07,neft,transport
15/04/2024,15/04/2024,IMPS/DR/897196031061/JIO,TRANSFER TO 897196031061,1130.69,,-5089649.76,imps,others
15/04/2024,15/04/2024,POS/DR/704729298062/BIGBAZAAR,TRANSFER TO 704729298062,493.37,,-5090143.13,pos,others
15/04/2024,15/04/2024,NEFT/DR/301813555459/STARBUCKS,TRANSFER TO 301813555459,246.61,,-5090389.74,neft,others
15/04/2024,15/04/2024,IMPS/DR/131962198412/SWIGGY,TRANSFER TO 131962198412,2823.04,,-5093212.78,imps,food
15/04/2024,15/04/2024,UPI/DR/270935766553/AMAZON,TRANSFER TO 270935766553,148.41,,-5093361.19,upi,shopping
15/04/2024,15/04/2024,UPI/DR/230184013399/UBER,TRANSFER TO 230184013399,1514.89,,-5094876.08,upi,transport
15/04/2024,15/04/2024,NEFT/DR/107075894551/ZOMATO,TRANSFER TO 107075894551,1612.28,,-5096488.36,neft,food
15/04/2024,15/04/2024,IMPS/DR/666879093526/IRCTC,TRANSFER TO 666879093526,873.56,,-5097361.92,imps,others
15/04/2024,15/04/2024,NEFT/DR/230065331531/UBER,TRANSFER TO 230065331531,1659.49,,-5099021.41,neft,transport
15/04/2024,15/04/2024,UPI/DR/650235000219/MYNTRA,TRANSFER TO 650235000219,317.75,,-5099339.16,upi,shopping
15/04/2024,15/04/2024,NEFT/DR/472643185598/OLA,TRANSFER TO 472643185598,79.82,,-5099418.98,neft,transport
15/04/2024,15/04/2024,NEFT/DR/154904275573/OLA,TRANSFER TO 154904275573,1319.66,,-5100738.64,neft,transport
15/04/2024,15/04/2024,IMPS/DR/410051187816/IRCTC,TRANSFER TO 410051187816,1691.29,,-5102429.93,imps,others
15/04/2024,15/04/2024,IMPS/DR/958318649320/SWIGGY,TRANSFER TO 958318649320,877.72,,-5103307.65,imps,food
15/04/2024,15/04/2024,POS/DR/855620085497/MYNTRA,TRANSFER TO 855620085497,593.19,,-5103900.84,pos,shopping
15/04/2024,15/04/2024,UPI/DR/189893559142/STARBUCKS,TRANSFER TO 189893559142,888.55,,-5104789.39,upi,others
15/04/2024,15/04/2024,NEFT/DR/483081921505/DMART,TRANSFER TO 483081921505,80.3,,-5104869.69,neft,others
15/04/2024,15/04/2024,IMPS/DR/327478725148/STARBUCKS,TRANSFER TO 327478725148,1837.19,,-5106706.88,imps,others
15/04/2024,15/04/2024,NEFT/DR/795330363625/JIO,TRANSFER TO 795330363625,2092.36,,-5108799.24,neft,others
15/04/2024,15/04/2024,NEFT/DR/541868131729/SWIGGY,TRANSFER TO 541868131729,50.0,,-5108849.24,neft,food
15/04/2024,15/04/2024,NEFT/DR/487056194210/BIGBAZAAR,TRANSFER TO 487056194210,264.09,,-5109113.33,neft,others
15/04/2024,15/04/2024,UPI/DR/975401469476/MYNTRA,TRANSFER TO 975401469476,1274.2,,-5110387.53,upi,shopping
15/04/2024,15/04/2024,UPI/DR/558610000325/STARBUCKS,TRANSFER TO 558610000325,978.97,,-5111366.5,upi,others
15/04/2024,15/04/2024,IMPS/DR/110985107258/IRCTC,TRANSFER TO 110985107258,199.93,,-5111566.43,imps,others
16/04/2024,16/04/2024,IMPS/DR/833095263384/FLIPKART,TRANSFER TO 833095263384,514.85,,-5112081.28,imps,shopping
16/04/2024,16/04/2024,UPI/DR/501694352610/UBER,TRANSFER TO 501694352610,307.05,,-5112388.33,upi,transport
16/04/2024,16/04/2024,IMPS/DR/940660236637/AMAZON,TRANSFER TO 940660236637,1361.63,,-5113749.96,imps,shopping
16/04/2024,16/04/2024,IMPS/DR/926068820456/SWIGGY,TRANSFER TO 926068820456,1911.96,,-5115661.92,imps,food
16/04/2024,16/04/2024,UPI/DR/460998747725/JIO,TRANSFER TO 460998747725,921.55,,-5116583.47,upi,others
16/04/2024,16/04/2024,UPI/DR/422751002204/JIO,TRANSFER TO 422751002204,790.4,,-5117373.87,upi,others
16/04/2024,16/04/2024,NEFT/DR/718756974839/UBER,TRANSFER TO 718756974839,1196.97,,-5118570.84,neft,transport
16/04/2024,16/04/2024,NEFT/DR/808888539138/APOLLO,TRANSFER TO 808888539138,1587.54,,-5120158.38,neft,others
16/04/2024,16/04/2024,POS/DR/292903380613/MYNTRA,TRANSFER TO 292903380613,520.3,,-5120678.68,pos,shopping
16/04/2024,16/04/2024,NEFT/DR/665866046639/APOLLO,TRANSFER TO 665866046639,3233.0,,-5123911.68,neft,others
16/04/2024,16/04/2024,POS/DR/644600011450/DMART,TRANSFER TO 644600011450,50.0,,-5123961.68,pos,others
16/04/2024,16/04/2024,IMPS/DR/572244337458/APOLLO,TRANSFER TO 572244337458,925.11,,-5124886.79,imps,others
16/04/2024,16/04/2024,NEFT/DR/370742413545/STARBUCKS,TRANSFER TO 370742413545,1197.56,,-5126084.35,neft,others
16/04/2024,16/04/2024,NEFT/DR/556893301805/UBER,TRANSFER TO 556893301805,1747.86,,-5127832.21,neft,transport
16/04/2024,16/04/2024,POS/DR/945326541569/DMART,TRANSFER TO 945326541569,319.02,,-5128151.23,pos,others
16/04/2024,16/04/2024,NEFT/DR/971537880704/OLA,TRANSFER TO 971537880704,2955.34,,-5131106.57,neft,transport
16/04/2024,16/04/2024,POS/DR/100197105733/IRCTC,TRANSFER TO 100197105733,2787.34,,-5133893.91,pos,others
16/04/2024,16/04/2024,IMPS/DR/495426404438/STARBUCKS,TRANSFER TO 495426404438,3704.85,,-5137598.76,imps,others
16/04/2024,16/04/2024,IMPS/DR/776047148099/STARBUCKS,TRANSFER TO 776047148099,658.89,,-5138257.65,imps,others
16/04/2024,16/04/2024,IMPS/DR/309785952814/STARBUCKS,TRANSFER TO 309785952814,7225.69,,-5145483.34,imps,others
16/04/2024,16/04/2024,NEFT/DR/495523815631/DMART,TRANSFER TO 495523815631,1252.99,,-5146736.33,neft,others
16/04/2024,16/04/2024,POS/DR/817582154197/DMART,TRANSFER TO 817582154197,782.92,,-5147519.25,pos,others
16/04/2024,16/04/2024,UPI/DR/100879482602/DMART,TRANSFER TO 100879482602,3138.46,,-5150657.71,upi,others
16/04/2024,16/04/2024,IMPS/DR/971916697664/UBER,TRANSFER TO 971916697664,72.99,,-5150730.7,imps,transport
16/04/2024,16/04/2024,POS/DR/109561893629/APOLLO,TRANSFER TO 109561893629,1828.96,,-5152559.66,pos,others
16/04/2024,16/04/2024,NEFT/DR/210106561306/BIGBAZAAR,TRANSFER TO 210106561306,2877.19,,-5155436.85,neft,others
16/04/2024,16/04/2024,IMPS/DR/866404909862/SWIGGY,TRANSFER TO 866404909862,2389.81,,-5157826.66,imps,food
16/04/2024,16/04/2024,IMPS/DR/643654625219/BIGBAZAAR,TRANSFER TO 643654625219,157.96,,-5157984.62,imps,others
16/04/2024,16/04/2024,NEFT/DR/347209207104/AMAZON,TRANSFER TO 347209207104,1322.69,,-5159307.31,neft,shopping
16/04/2024,16/04/2024,UPI/DR/987977916526/OLA,TRANSFER TO 987977916526,2483.46,,-5161790.77,upi,transport
16/04/2024,16/04/2024,IMPS/DR/640596693850/FLIPKART,TRANSFER TO 640596693850,3067.24,,-5164858.01,imps,shopping
16/04/2024,16/04/2024,UPI/DR/274996273809/DMART,TRANSFER TO 274996273809,4576.75,,-5169434.76,upi,others
17/04/2024,17/04/2024,POS/DR/238349380520/FLIPKART,TRANSFER TO 238349380520,470.04,,-5169904.8,pos,shopping
17/04/2024,17/04/2024,NEFT/DR/684181649525/JIO,TRANSFER TO 684181649525,420.7,,-5170325.5,neft,others
17/04/2024,17/04/2024,UPI/DR/455733383483/FLIPKART,TRANSFER TO 455733383483,3157.55,,-5173483.05,upi,shopping
17/04/2024,17/04/2024,NEFT/DR/969337969377/STARBUCKS,TRANSFER TO 969337969377,158.41,,-5173641.46,neft,others
17/04/2024,17/04/2024,IMPS/DR/488662766864/AMAZON,TRANSFER TO 488662766864,3401.23,,-5177042.69,imps,shopping
17/04/2024,17/04/2024,IMPS/DR/506723814805/BIGBAZAAR,TRANSFER TO 506723814805,1037.49,,-5178080.18,imps,others
17/04/2024,17/04/2024,POS/DR/222272797908/JIO,TRANSFER TO 222272797908,4129.75,,-5182209.93,pos,others
17/04/2024,17/04/2024,NEFT/DR/816530098077/ZOMATO,TRANSFER TO 816530098077,719.02,,-5182928.95,neft,food
17/04/2024,17/04/2024,IMPS/DR/382292133792/APOLLO,TRANSFER TO 382292133792,2670.71,,-5185599.66,imps,others
17/04/2024,17/04/2024,UPI/DR/905231958617/STARBUCKS,TRANSFER TO 905231958617,50.0,,-5185649.66,upi,others
17/04/2024,17/04/2024,NEFT/DR/505282436628/IRCTC,TRANSFER TO 505282436628,136.57,,-5185786.23,neft,others
17/04/2024,17/04/2024,POS/DR/133812357760/DMART,TRANSFER TO 133812357760,1189.25,,-5186975.48,pos,others
17/04/2024,17/04/2024,IMPS/DR/405437412311/OLA,TRANSFER TO 405437412311,934.0,,-5187909.48,imps,transport
17/04/2024,17/04/2024,UPI/DR/251447378702/UBER,TRANSFER TO 251447378702,3006.14,,-5190915.62,upi,transport
17/04/2024,17/04/2024,NEFT/DR/458325906607/ZOMATO,TRANSFER TO 458325906607,1951.09,,-5192866.71,neft,food
17/04/2024,17/04/2024,UPI/DR/462890783119/MYNTRA,TRANSFER TO 462890783119,50.0,,-5192916.71,upi,shopping
17/04/2024,17/04/2024,NEFT/DR/730309562645/SWIGGY,TRANSFER TO 730309562645,345.46,,-5193262.17,neft,food
17/04/2024,17/04/2024,NEFT/DR/385335152717/BIGBAZAAR,TRANSFER TO 385335152717,142.13,,-5193404.3,neft,others
17/04/2024,17/04/2024,NEFT/DR/368131383499/MYNTRA,TRANSFER TO 368131383499,50.0,,-5193454.3,neft,shopping
17/04/2024,17/04/2024,NEFT/DR/333905995702/OLA,TRANSFER TO 333905995702,229.24,,-5193683.54,neft,transport
18/04/2024,18/04/2024,UPI/DR/192859540651/OLA,TRANSFER TO 192859540651,301.72,,-5193985.26,upi,transport
18/04/2024,18/04/2024,IMPS/DR/963919012017/ZOMATO,TRANSFER TO 963919012017,258.67,,-5194243.93,imps,food
18/04/2024,18/04/2024,POS/DR/314227698645/MYNTRA,TRANSFER TO 314227698645,146.92,,-5194390.85,pos,shopping
18/04/2024,18/04/2024,POS/DR/270781307836/BIGBAZAAR,TRANSFER TO 270781307836,178.33,,-5194569.18,pos,others
18/04/2024,18/04/2024,POS/DR/953421569292/STARBUCKS,TRANSFER TO 953421569292,207.41,,-5194776.59,pos,others
18/04/2024,18/04/2024,UPI/DR/377866454731/ZOMATO,TRANSFER TO 377866454731,885.48,,-5195662.07,upi,food
18/04/2024,18/04/2024,IMPS/DR/320377297938/DMART,TRANSFER TO 320377297938,186.92,,-5195848.99,imps,others
18/04/2024,18/04/2024,POS/DR/942281440621/STARBUCKS,TRANSFER TO 942281440621,320.17,,-5196169.16,pos,others
18/04/2024,18/04/2024,UPI/DR/854150337581/ZOMATO,TRANSFER TO 854150337581,50.0,,-5196219.16,upi,food
18/04/2024,18/04/2024,POS/DR/842403436278/STARBUCKS,TRANSFER TO 842403436278,205.96,,-5196425.12,pos,others
18/04/2024,18/04/2024,UPI/DR/649861982634/FLIPKART,TRANSFER TO 649861982634,270.06,,-5196695.18,upi,shopping
18/04/2024,18/04/2024,UPI/DR/526606291885/SWIGGY,TRANSFER TO 526606291885,785.79,,-5197480.97,upi,food
18/04/2024,18/04/2024,IMPS/DR/611534071243/IRCTC,TRANSFER TO 611534071243,1115.33,,-5198596.3,imps,others
18/04/2024,18/04/2024,UPI/DR/722152329620/JIO,TRANSFER TO 722152329620,108.03,,-5198704.33,upi,others
18/04/2024,18/04/2024,IMPS/DR/297446269132/IRCTC,TRANSFER TO 297446269132,66.03,,-5198770.36,imps,others
18/04/2024,18/04/2024,IMPS/DR/214329035488/SWIGGY,TRANSFER TO 214329035488,1069.67,,-5199840.03,imps,food
18/04/2024,18/04/2024,POS/DR/927627680786/ZOMATO,TRANSFER TO 927627680786,4693.69,,-5204533.72,pos,food
18/04/2024,18/04/2024,POS/DR/363700527233/IRCTC,TRANSFER TO 363700527233,1740.96,,-5206274.68,pos,others
18/04/2024,18/04/2024,UPI/DR/402160720078/IRCTC,TRANSFER TO 402160720078,2304.76,,-5208579.44,upi,others
18/04/2024,18/04/2024,IMPS/DR/875449323354/SWIGGY,TRANSFER TO 875449323354,731.99,,-5209311.43,imps,food
18/04/2024,18/04/2024,NEFT/DR/716775856141/ZOMATO,TRANSFER TO 716775856141,2387.25,,-5211698.68,neft,food
18/04/2024,18/04/2024,IMPS/DR/716174912977/STARBUCKS,TRANSFER TO 716174912977,2797.56,,-5214496.24,imps,others
18/04/2024,18/04/2024,UPI/DR/974580919352/FLIPKART,TRANSFER TO 974580919352,990.12,,-5215486.36,upi,shopping
18/04/2024,18/04/2024,UPI/DR/556246098993/AMAZON,TRANSFER TO 556246098993,4246.5,,-5219732.86,upi,shopping
18/04/2024,18/04/2024,IMPS/DR/839061190839/DMART,TRANSFER TO 839061190839,3861.49,,-5223594.35,imps,others
18/04/2024,18/04/2024,POS/DR/967091308681/IRCTC,TRANSFER TO 967091308681,2325.77,,-5225920.12,pos,others
18/04/2024,18/04/2024,POS/DR/352171551423/OLA,TRANSFER TO 352171551423,88.36,,-5226008.48,pos,transport
18/04/2024,18/04/2024,UPI/DR/179798797100/OLA,TRANSFER TO 179798797100,710.0,,-5226718.48,upi,transport
18/04/2024,18/04/2024,IMPS/DR/882458915686/APOLLO,TRANSFER TO 882458915686,2232.55,,-5228951.03,imps,others
18/04/2024,18/04/2024,IMPS/DR/447302354914/ZOMATO,TRANSFER TO 447302354914,1788.0,,-5230739.03,imps,food
18/04/2024,18/04/2024,NEFT/DR/812838195491/DMART,TRANSFER TO 812838195491,50.0,,-5230789.03,neft,others
18/04/2024,18/04/2024,POS/DR/829930546022/SWIGGY,TRANSFER TO 829930546022,3422.85,,-5234211.88,pos,food
18/04/2024,18/04/2024,POS/DR/368412137587/AMAZON,TRANSFER TO 368412137587,2032.61,,-5236244.49,pos,shopping
18/04/2024,18/04/2024,POS/DR/915734783492/APOLLO,TRANSFER TO 915734783492,422.23,,-5236666.72,pos,others
18/04/2024,18/04/2024,UPI/DR/461088051964/JIO,TRANSFER TO 461088051964,2736.78,,-5239403.5,upi,others
19/04/2024,19/04/2024,IMPS/DR/843596537652/BIGBAZAAR,TRANSFER TO 843596537652,248.11,,-5239651.61,imps,others
19/04/2024,19/04/2024,IMPS/DR/357989159980/AMAZON,TRANSFER TO 357989159980,221.21,,-5239872.82,imps,shopping
19/04/2024,19/04/2024,POS/DR/384279860021/IRCTC,TRANSFER TO 384279860021,196.76,,-5240069.58,pos,others
19/04/2024,19/04/2024,UPI/DR/177403365975/ZOMATO,TRANSFER TO 177403365975,1369.7,,-5241439.28,upi,food
19/04/2024,19/04/2024,IMPS/DR/493261637689/APOLLO,TRANSFER TO 493261637689,693.84,,-5242133.12,imps,others
19/04/2024,19/04/2024,UPI/DR/176409855630/FLIPKART,TRANSFER TO 176409855630,605.81,,-5242738.93,upi,shopping
19/04/2024,19/04/2024,IMPS/DR/208193410767/ZOMATO,TRANSFER TO 208193410767,1292.21,,-5244031.14,imps,food
19/04/2024,19/04/2024,POS/DR/735633862428/BIGBAZAAR,TRANSFER TO 735633862428,101.96,,-5244133.1,pos,others
19/04/2024,19/04/2024,NEFT/DR/604792623318/ZOMATO,TRANSFER TO 604792623318,616.7,,-5244749.8,neft,food
19/04/2024,19/04/2024,NEFT/DR/878523289156/IRCTC,TRANSFER TO 878523289156,320.27,,-5245070.07,neft,others
19/04/2024,19/04/2024,POS/DR/985609316920/IRCTC,TRANSFER TO 985609316920,67.01,,-5245137.08,pos,others
19/04/2024,19/04/2024,IMPS/DR/119348367778/APOLLO,TRANSFER TO 119348367778,375.92,,-5245513.0,imps,others
19/04/2024,19/04/2024,UPI/DR/686273113135/BIGBAZAAR,TRANSFER TO 686273113135,5787.41,,-5251300.41,upi,others
19/04/2024,19/04/2024,UPI/DR/269394937087/APOLLO,TRANSFER TO 269394937087,7018.15,,-5258318.56,upi,others
19/04/2024,19/04/2024,NEFT/DR/377340844251/MYNTRA,TRANSFER TO 377340844251,6200.86,,-5264519.42,neft,shopping
19/04/2024,19/04/2024,IMPS/DR/874694176562/UBER,TRANSFER TO 874694176562,1787.3,,-5266306.72,imps,transport
19/04/2024,19/04/2024,UPI/DR/888155215352/MYNTRA,TRANSFER TO 888155215352,3362.68,,-5269669.4,upi,shopping
19/04/2024,19/04/2024,UPI/DR/657212576289/ZOMATO,TRANSFER TO 657212576289,3261.76,,-5272931.16,upi,food
19/04/2024,19/04/2024,IMPS/DR/628707600391/UBER,TRANSFER TO 628707600391,3745.43,,-5276676.59,imps,transport
19/04/2024,19/04/2024,IMPS/DR/122404684159/BIGBAZAAR,TRANSFER TO 122404684159,6514.04,,-5283190.63,imps,others
19/04/2024,19/04/2024,UPI/DR/730806894437/DMART,TRANSFER TO 730806894437,3928.97,,-5287119.6,upi,others
19/04/2024,19/04/2024,IMPS/DR/423952205566/STARBUCKS,TRANSFER TO 423952205566,4315.57,,-5291435.17,imps,others
19/04/2024,19/04/2024,POS/DR/110940026736/APOLLO,TRANSFER TO 110940026736,2198.6,,-5293633.77,pos,others
19/04/2024,19/04/2024,IMPS/DR/257436672550/IRCTC,TRANSFER TO 257436672550,1478.33,,-5295112.1,imps,others
19/04/2024,19/04/2024,POS/DR/629591481163/STARBUCKS,TRANSFER TO 629591481163,3310.0,,-5298422.1,pos,others
19/04/2024,19/04/2024,POS/DR/477569103985/DMART,TRANSFER TO 477569103985,5033.63,,-5303455.73,pos,others
19/04/2024,19/04/2024,POS/DR/918966126272/IRCTC,TRANSFER TO 918966126272,5977.43,,-5309433.16,pos,others
19/04/2024,19/04/2024,NEFT/DR/143834926026/BIGBAZAAR,TRANSFER TO 143834926026,2292.58,,-5311725.74,neft,others
19/04/2024,19/04/2024,NEFT/DR/177158815106/FLIPKART,TRANSFER TO 177158815106,3678.12,,-5315403.86,neft,shopping
19/04/2024,19/04/2024,IMPS/DR/468011073220/MYNTRA,TRANSFER TO 468011073220,1173.45,,-5316577.31,imps,shopping
19/04/2024,19/04/2024,UPI/DR/422539213523/UBER,TRANSFER TO 422539213523,1889.04,,-5318466.35,upi,transport
19/04/2024,19/04/2024,NEFT/DR/489470393724/UBER,TRANSFER TO 489470393724,1182.85,,-5319649.2,neft,transport
19/04/2024,19/04/2024,POS/DR/313962852522/STARBUCKS,TRANSFER TO 313962852522,646.89,,-5320296.09,pos,others
19/04/2024,19/04/2024,IMPS/DR/948281113533/DMART,TRANSFER TO 948281113533,1976.42,,-5322272.51,imps,others
19/04/2024,19/04/2024,POS/DR/912269647962/JIO,TRANSFER TO 912269647962,3393.64,,-5325666.15,pos,others
19/04/2024,19/04/2024,UPI/DR/541295287101/JIO,TRANSFER TO 541295287101,3083.51,,-5328749.66,upi,others
19/04/2024,19/04/2024,UPI/DR/430816168523/STARBUCKS,TRANSFER TO 430816168523,3531.48,,-5332281.14,upi,others
19/04/2024,19/04/2024,IMPS/DR/697965812422/OLA,TRANSFER TO 697965812422,2980.17,,-5335261.31,imps,transport
19/04/2024,19/04/2024,NEFT/DR/428549054729/UBER,TRANSFER TO 428549054729,914.98,,-5336176.29,neft,transport
20/04/2024,20/04/2024,UPI/DR/648898655752/MYNTRA,TRANSFER TO 648898655752,716.59,,-5336892.88,upi,shopping
20/04/2024,20/04/2024,NEFT/DR/218087272014/UBER,TRANSFER TO 218087272014,4376.75,,-5341269.63,neft,transport
20/04/2024,20/04/2024,UPI/DR/808238475204/ZOMATO,TRANSFER TO 808238475204,6167.37,,-5347437.0,upi,food
20/04/2024,20/04/2024,POS/DR/819868059489/STARBUCKS,TRANSFER TO 819868059489,5876.52,,-5353313.52,pos,others
20/04/2024,20/04/2024,UPI/DR/348754847424/BIGBAZAAR,TRANSFER TO 348754847424,2460.84,,-5355774.36,upi,others
20/04/2024,20/04/2024,IMPS/DR/463781903212/IRCTC,TRANSFER TO 463781903212,3219.44,,-5358993.8,imps,others
20/04/2024,20/04/2024,NEFT/DR/582097666117/MYNTRA,TRANSFER TO 582097666117,4170.86,,-5363164.66,neft,shopping
20/04/2024,20/04/2024,UPI/DR/508981281814/UBER,TRANSFER TO 508981281814,2568.53,,-5365733.19,upi,transport
20/04/2024,20/04/2024,IMPS/DR/544092331307/JIO,TRANSFER TO 544092331307,561.65,,-5366294.84,imps,others
20/04/2024,20/04/2024,IMPS/DR/509807343967/MYNTRA,TRANSFER TO 509807343967,1632.36,,-5367927.2,imps,shopping
20/04/2024,20/04/2024,POS/DR/337159179778/IRCTC,TRANSFER TO 337159179778,6761.9,,-5374689.1,pos,others
20/04/2024,20/04/2024,IMPS/DR/819329621214/AMAZON,TRANSFER TO 819329621214,2320.08,,-5377009.18,imps,shopping
20/04/2024,20/04/2024,IMPS/DR/556086046500/IRCTC,TRANSFER TO 556086046500,4608.62,,-5381617.8,imps,others
20/04/2024,20/04/2024,UPI/DR/889930817113/MYNTRA,TRANSFER TO 889930817113,1628.12,,-5383245.92,upi,shopping
20/04/2024,20/04/2024,IMPS/DR/753637521437/FLIPKART,TRANSFER TO 753637521437,4657.47,,-5387903.39,imps,shopping
20/04/2024,20/04/2024,UPI/DR/249688591157/BIGBAZAAR,TRANSFER TO 249688591157,1281.95,,-5389185.34,upi,others
20/04/2024,20/04/2024,POS/DR/354965339693/STARBUCKS,TRANSFER TO 354965339693,2045.41,,-5391230.75,pos,others
20/04/2024,20/04/2024,UPI/DR/382199383809/SWIGGY,TRANSFER TO 382199383809,1825.03,,-5393055.78,upi,food
20/04/2024,20/04/2024,UPI/DR/984786525676/BIGBAZAAR,TRANSFER TO 984786525676,185.09,,-5393240.87,upi,others
20/04/2024,20/04/2024,IMPS/DR/689225045500/OLA,TRANSFER TO 689225045500,2825.9,,-5396066.77,imps,transport
21/04/2024,21/04/2024,NEFT/DR/654563753952/DMART,TRANSFER TO 654563753952,1275.61,,-5397342.38,neft,others
21/04/2024,21/04/2024,IMPS/DR/261028172950/DMART,TRANSFER TO 261028172950,8083.63,,-5405426.01,imps,others
21/04/2024,21/04/2024,POS/DR/823936648425/OLA,TRANSFER TO 823936648425,1875.5,,-5407301.51,pos,transport
21/04/2024,21/04/2024,NEFT/DR/385968996961/AMAZON,TRANSFER TO 385968996961,316.86,,-5407618.37,neft,shopping
21/04/2024,21/04/2024,POS/DR/896210061557/AMAZON,TRANSFER TO 896210061557,2999.58,,-5410617.95,pos,shopping
21/04/2024,21/04/2024,POS/DR/137184475736/IRCTC,TRANSFER TO 137184475736,2521.9,,-5413139.85,pos,others
21/04/2024,21/04/2024,UPI/DR/133266919499/AMAZON,TRANSFER TO 133266919499,1440.33,,-5414580.18,upi,shopping
21/04/2024,21/04/2024,UPI/DR/136761122279/STARBUCKS,TRANSFER TO 136761122279,1619.12,,-5416199.3,upi,others
21/04/2024,21/04/2024,NEFT/DR/427599637688/OLA,TRANSFER TO 427599637688,5093.64,,-5421292.94,neft,transport
21/04/2024,21/04/2024,NEFT/DR/591646596048/JIO,TRANSFER TO 591646596048,1444.47,,-5422737.41,neft,others
21/04/2024,21/04/2024,NEFT/DR/279895364513/UBER,TRANSFER TO 279895364513,515.75,,-5423253.16,neft,transport
21/04/2024,21/04/2024,IMPS/DR/144427625713/BIGBAZAAR,TRANSFER TO 144427625713,142.12,,-5423395.28,imps,others
21/04/2024,21/04/2024,IMPS/DR/875544113592/OLA,TRANSFER TO 875544113592,2373.94,,-5425769.22,imps,transport
21/04/2024,21/04/2024,IMPS/DR/658639892424/SWIGGY,TRANSFER TO 658639892424,3216.02,,-5428985.24,imps,food
21/04/2024,21/04/2024,POS/DR/277048577522/MYNTRA,TRANSFER TO 277048577522,2563.04,,-5431548.28,pos,shopping
21/04/2024,21/04/2024,UPI/DR/311145737323/ZOMATO,TRANSFER TO 311145737323,475.31,,-5432023.59,upi,food
21/04/2024,21/04/2024,IMPS/DR/833655493439/STARBUCKS,TRANSFER TO 833655493439,2014.96,,-5434038.55,imps,others
21/04/2024,21/04/2024,IMPS/DR/501713033033/OLA,TRANSFER TO 501713033033,486.97,,-5434525.52,imps,transport
21/04/2024,21/04/2024,IMPS/DR/574136082523/UBER,TRANSFER TO 574136082523,7195.71,,-5441721.23,imps,transport
21/04/2024,21/04/2024,NEFT/DR/256589643976/OLA,TRANSFER TO 256589643976,1631.67,,-5443352.9,neft,transport
21/04/2024,21/04/2024,NEFT/DR/336655133589/IRCTC,TRANSFER TO 336655133589,1255.84,,-5444608.74,neft,others
